                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,         train/ave_loss,           val/ave_loss,                   mIOU,             IOU_array0,             IOU_array1,                 sigma1,                 sigma2,                 lr/pg0,                 lr/pg1,                 lr/pg2,                 lr/pg3
                     86,                0.68367,                 0.4699,                0.92476,                 0.9073,                0.91453,                0.94075,                0.76242,                0.76631,                0.46459,                0.95364,             0.00097513,              0.0014012,                0.76612,                0.99956,                0.53269,                 11.702,              0.0019153,              0.0011994,              0.0011994,              0.0011994,              0.0011994
                     87,                0.68193,                0.45397,                0.92554,                0.92185,                0.89897,                0.93712,                0.75802,                0.77262,                0.47961,                  0.959,             0.00093367,               0.001353,                0.76696,                0.99951,                 0.5344,                  11.71,              0.0022211,              0.0011939,              0.0011939,              0.0011939,              0.0011939
                     88,                0.68264,                0.45779,                0.92582,                0.91392,                0.88784,                0.93113,                0.75788,                0.75386,                0.49107,                 0.9454,              0.0010582,              0.0014325,                0.75367,                0.99954,                 0.5078,                 11.718,              0.0018873,              0.0011884,              0.0011884,              0.0011884,              0.0011884
                     89,                0.67898,                0.44681,                0.92473,                0.90953,                0.89095,                0.93295,                0.76148,                0.75321,                0.49043,                 0.9542,             0.00090294,              0.0012572,                0.78751,                0.99959,                0.57544,                 11.727,              0.0017881,              0.0011829,              0.0011829,              0.0011829,              0.0011829
                     90,                0.68211,                0.45426,                0.92853,                0.91063,                0.89468,                0.92742,                0.74994,                0.76092,                0.48509,                0.94827,             0.00089544,              0.0014136,                0.76649,                0.99954,                0.53345,                 11.736,              0.0017244,              0.0011774,              0.0011774,              0.0011774,              0.0011774
                     91,                0.67661,                0.45658,                0.92539,                0.90535,                  0.895,                0.93773,                0.76651,                0.74992,                 0.4741,                0.95297,             0.00089742,              0.0012445,                0.77683,                0.99956,                0.55409,                 11.744,               0.001956,              0.0011719,              0.0011719,              0.0011719,              0.0011719
                     92,                0.67083,                0.44906,                 0.9175,                0.90166,                0.89388,                0.94211,                0.77497,                 0.7472,                 0.4875,                0.94504,             0.00087823,              0.0014178,                0.76915,                0.99956,                0.53874,                 11.752,              0.0020285,              0.0011664,              0.0011664,              0.0011664,              0.0011664
                     93,                0.68296,                0.45355,                0.92252,                0.89306,                0.90728,                0.93678,                0.77118,                0.74736,                0.47936,                0.93916,             0.00082077,              0.0013465,                0.77417,                0.99956,                0.54877,                  11.76,              0.0024728,              0.0011609,              0.0011609,              0.0011609,              0.0011609
                     94,                0.67765,                0.44969,                0.92187,                 0.9036,                0.90057,                 0.9216,                 0.7512,                0.76072,                0.48741,                0.95243,             0.00094054,              0.0011753,                 0.7781,                0.99957,                0.55663,                 11.769,              0.0016826,              0.0011554,              0.0011554,              0.0011554,              0.0011554
                     95,                0.67353,                0.44728,                0.92065,                0.90127,                0.91653,                0.93514,                0.76727,                0.75177,                0.47248,                0.94063,             0.00083176,               0.001213,                0.78221,                0.99957,                0.56486,                 11.777,              0.0017011,              0.0011499,              0.0011499,              0.0011499,              0.0011499
                     96,                0.67283,                0.44597,                0.91787,                0.92091,                0.88605,                0.94235,                0.77761,                0.75298,                0.47551,                0.94239,             0.00084313,              0.0014065,                0.77652,                0.99954,                 0.5535,                 11.785,              0.0017538,              0.0011444,              0.0011444,              0.0011444,              0.0011444
                     97,                0.66598,                0.44778,                0.92201,                0.89752,                0.87447,                 0.9291,                0.76122,                0.74675,                0.50802,                0.94516,             0.00093423,              0.0015267,                0.76843,                0.99953,                0.53732,                 11.793,              0.0015698,              0.0011389,              0.0011389,              0.0011389,              0.0011389
                     98,                 0.6706,                0.44696,                0.92312,                0.91394,                 0.9005,                0.93948,                0.76587,                0.75699,                0.47888,                0.94903,             0.00087937,              0.0013011,                0.78161,                0.99958,                0.56363,                 11.801,              0.0016248,              0.0011334,              0.0011334,              0.0011334,              0.0011334
                     99,                0.66376,                0.44331,                0.91639,                0.90826,                0.89276,                 0.9447,                0.77314,                0.74725,                0.47569,                0.94629,              0.0008549,              0.0013586,                0.77804,                0.99956,                0.55651,                 11.809,              0.0014656,              0.0011279,              0.0011279,              0.0011279,              0.0011279
                    100,                0.65445,                0.43765,                0.91767,                0.93712,                0.88781,                0.94405,                0.77243,                0.75509,                0.46218,                0.95052,             0.00087114,              0.0012855,                0.77295,                0.99956,                0.54633,                 11.817,              0.0016153,              0.0011224,              0.0011224,              0.0011224,              0.0011224
                    101,                 0.6708,                0.45301,                0.92122,                0.92642,                0.90772,                0.94093,                0.76848,                0.75056,                0.46785,                0.94707,             0.00086685,              0.0017059,                0.76988,                0.99956,                0.54021,                 11.824,              0.0018158,              0.0011169,              0.0011169,              0.0011169,              0.0011169
                    102,                0.67432,                0.44936,                0.92789,                0.92245,                0.90596,                0.93327,                0.76034,                0.76301,                0.48228,                0.95112,             0.00090946,              0.0013054,                0.78256,                0.99956,                0.56556,                 11.833,              0.0023388,              0.0011114,              0.0011114,              0.0011114,              0.0011114
                    103,                0.66623,                0.45288,                0.92505,                0.91841,                0.90614,                0.94125,                0.76429,                0.74802,                0.47567,                0.94336,              0.0008713,              0.0015736,                0.75416,                0.99949,                0.50883,                  11.84,              0.0022012,              0.0011059,              0.0011059,              0.0011059,              0.0011059
                    104,                0.66993,                0.44077,                0.91543,                0.91143,                0.90601,                0.94355,                0.77755,                0.73954,                0.45538,                0.94624,             0.00085907,              0.0014317,                 0.7729,                0.99955,                0.54626,                 11.848,              0.0012854,              0.0011004,              0.0011004,              0.0011004,              0.0011004
                    105,                0.67163,                0.44688,                0.92881,                0.90511,                0.89168,                0.93728,                0.76728,                0.74095,                0.47362,                0.95007,               0.000832,              0.0013967,                0.76533,                0.99955,                0.53112,                 11.856,              0.0019057,              0.0010949,              0.0010949,              0.0010949,              0.0010949
                    106,                0.67557,                0.44263,                0.91888,                0.90156,                0.89863,                0.92642,                0.75686,                0.74598,                0.48527,                0.95104,              0.0009293,              0.0012858,                0.78623,                0.99957,                0.57289,                 11.864,              0.0022224,              0.0010894,              0.0010894,              0.0010894,              0.0010894
                    107,                0.67819,                0.44923,                0.92941,                0.91681,                0.87881,                0.92758,                0.75038,                0.77644,                0.49313,                0.95671,             0.00093165,              0.0015594,                0.76363,                0.99955,                0.52772,                 11.872,              0.0017689,              0.0010839,              0.0010839,              0.0010839,              0.0010839
                    108,                0.65293,                0.43276,                0.91718,                0.90005,                0.89099,                0.93544,                 0.7643,                0.74804,                0.47304,                0.94793,             0.00089211,              0.0012599,                0.78632,                0.99958,                0.57305,                 11.879,              0.0018524,              0.0010784,              0.0010784,              0.0010784,              0.0010784
                    109,                0.65642,                0.43588,                0.91982,                0.89225,                0.90451,                0.92374,                0.75555,                0.73924,                0.47716,                 0.9409,             0.00088937,              0.0013389,                0.78233,                0.99955,                 0.5651,                 11.886,              0.0019815,              0.0010729,              0.0010729,              0.0010729,              0.0010729
                    110,                0.66721,                0.43219,                0.91952,                0.92681,                0.88136,                0.92993,                0.76025,                 0.7412,                0.47006,                0.94287,             0.00086946,              0.0014153,                0.77807,                0.99957,                0.55657,                 11.894,              0.0016461,              0.0010674,              0.0010674,              0.0010674,              0.0010674
                    111,                0.65302,                 0.4309,                 0.9123,                0.89905,                0.90651,                0.92651,                0.75903,                0.75315,                0.47995,                 0.9456,              0.0010029,              0.0013137,                0.77569,                0.99955,                0.55184,                 11.902,              0.0026388,              0.0010619,              0.0010619,              0.0010619,              0.0010619
                    112,                0.66141,                0.44491,                0.92284,                0.91075,                0.89504,                0.92042,                0.74636,                0.75269,                0.50663,                0.94478,             0.00078275,              0.0014255,                0.78002,                0.99957,                0.56048,                 11.909,              0.0013696,              0.0010564,              0.0010564,              0.0010564,              0.0010564
                    113,                0.65988,                0.42969,                0.91983,                0.92022,                0.90544,                0.93247,                0.76178,                0.74468,                0.47237,                0.94615,             0.00082445,              0.0013122,                0.77684,                0.99957,                0.55411,                 11.916,              0.0015031,              0.0010509,              0.0010509,              0.0010509,              0.0010509
                    114,                0.63616,                0.42989,                0.90905,                0.91269,                0.87737,                0.92097,                0.75581,                0.75262,                0.48926,                0.94866,             0.00080211,              0.0012271,                 0.7913,                0.99959,                0.58302,                 11.924,              0.0016268,              0.0010454,              0.0010454,              0.0010454,              0.0010454
                    115,                0.64867,                0.42619,                0.91329,                0.90654,                0.90167,                0.93795,                 0.7732,                0.74635,                0.46341,                0.94415,             0.00079499,              0.0012893,                 0.7829,                0.99959,                0.56621,                 11.931,              0.0018919,              0.0010399,              0.0010399,              0.0010399,              0.0010399
                    116,                0.65121,                0.42839,                0.91906,                0.91743,                0.88269,                0.93257,                0.76861,                0.74838,                0.47576,                0.95089,             0.00082695,              0.0012486,                  0.789,                0.99958,                0.57842,                 11.938,              0.0016309,              0.0010344,              0.0010344,              0.0010344,              0.0010344
                    117,                0.64453,                0.42489,                0.91045,                0.93538,                0.90125,                0.94439,                 0.7766,                0.74993,                0.45399,                0.95279,             0.00080895,              0.0012813,                0.78197,                0.99959,                0.56434,                 11.945,              0.0018825,              0.0010289,              0.0010289,              0.0010289,              0.0010289
                    118,                0.64217,                0.41536,                0.91347,                0.90411,                0.90374,                0.93905,                0.76388,                0.77136,                0.47184,                0.95607,             0.00096722,              0.0014861,                0.78036,                0.99955,                0.56117,                 11.953,              0.0025678,              0.0010234,              0.0010234,              0.0010234,              0.0010234
                    119,                 0.6519,                0.42478,                0.91828,                0.91898,                0.90809,                0.94137,                0.77665,                0.74835,                0.45961,                 0.9456,             0.00091548,                0.00148,                0.76613,                0.99955,                0.53272,                  11.96,              0.0053643,              0.0010179,              0.0010179,              0.0010179,              0.0010179
                    120,                0.66134,                0.43274,                0.92763,                0.91241,                0.90856,                0.94002,                0.77274,                0.74708,                0.46536,                0.93993,             0.00080479,              0.0012487,                0.78854,                0.99959,                0.57749,                 11.967,             0.00095982,              0.0010124,              0.0010124,              0.0010124,              0.0010124
                    121,                0.64663,                0.41954,                0.91449,                0.92026,                 0.8873,                0.93114,                0.76264,                0.76161,                0.48205,                0.95518,             0.00093114,              0.0015768,                 0.7597,                0.99955,                0.51986,                 11.973,              0.0046125,              0.0010069,              0.0010069,              0.0010069,              0.0010069
                    122,                0.63967,                 0.4337,                0.91692,                0.92254,                0.89398,                0.93454,                0.77042,                0.74872,                0.47229,                0.95274,             0.00082241,              0.0014119,                0.78006,                0.99958,                0.56054,                 11.981,              0.0013576,              0.0010014,              0.0010014,              0.0010014,              0.0010014
                    123,                0.62619,                0.41235,                0.90655,                0.89083,                0.92073,                0.93878,                0.76684,                0.74555,                0.47127,                0.94628,             0.00082833,              0.0013901,                0.78082,                0.99957,                0.56208,                 11.987,              0.0024017,             0.00099587,             0.00099587,             0.00099587,             0.00099587
                    124,                0.63752,                0.41427,                0.91091,                0.91482,                0.91063,                 0.9369,                0.77182,                0.74483,                 0.4583,                 0.9458,             0.00078867,              0.0014141,                0.77231,                0.99956,                0.54507,                 11.994,              0.0015014,             0.00099036,             0.00099036,             0.00099036,             0.00099036
                    125,                0.64219,                0.41383,                0.91093,                 0.8959,                0.92221,                0.93387,                0.76153,                0.74993,                0.46337,                0.94887,             0.00072622,              0.0014106,                0.77152,                0.99954,                0.54351,                 12.001,              0.0016147,             0.00098486,             0.00098486,             0.00098486,             0.00098486
                    126,                0.62638,                0.40747,                0.90587,                0.91148,                0.89803,                 0.9406,                0.77459,                0.74078,                0.45083,                0.94331,             0.00079507,              0.0013586,                0.77206,                0.99956,                0.54455,                 12.008,              0.0013889,             0.00097936,             0.00097936,             0.00097936,             0.00097936
                    127,                0.63116,                0.40984,                0.91303,                0.90962,                0.88332,                0.94069,                0.76781,                0.75512,                0.45962,                0.95396,              0.0007905,               0.001345,                0.79336,                0.99959,                0.58713,                 12.014,              0.0015979,             0.00097386,             0.00097386,             0.00097386,             0.00097386
                    128,                0.62374,                0.40401,                0.91163,                0.91231,                0.90314,                0.93746,                 0.7738,                0.74645,                0.45589,                0.94755,             0.00075691,              0.0014177,                0.78459,                0.99958,                0.56959,                 12.021,              0.0016283,             0.00096836,             0.00096836,             0.00096836,             0.00096836
                    129,                0.61689,                0.40135,                0.90665,                 0.9292,                0.90824,                0.94608,                0.77834,                0.74509,                0.44841,                0.94602,             0.00071709,              0.0013615,                0.78699,                0.99958,                0.57441,                 12.027,              0.0016428,             0.00096286,             0.00096286,             0.00096286,             0.00096286
                    130,                0.62124,                0.40124,                 0.9043,                0.92458,                0.90445,                0.94341,                0.77969,                 0.7471,                0.45807,                0.94988,             0.00077076,              0.0013552,                0.78692,                0.99958,                0.57427,                 12.034,              0.0016607,             0.00095736,             0.00095736,             0.00095736,             0.00095736
                    131,                0.62917,                0.40825,                0.90902,                0.92391,                0.88309,                0.94364,                0.77495,                0.74482,                0.46014,                0.94849,              0.0008057,              0.0014273,                0.77997,                0.99957,                0.56037,                 12.041,              0.0015439,             0.00095186,             0.00095186,             0.00095186,             0.00095186
                    132,                0.62203,                0.40263,                0.90835,                0.93259,                0.88517,                0.94083,                0.77468,                 0.7438,                0.45885,                0.94833,             0.00078087,              0.0013273,                0.78863,                0.99958,                0.57768,                 12.047,              0.0012771,             0.00094636,             0.00094636,             0.00094636,             0.00094636
                    133,                0.62938,                 0.4039,                0.90818,                0.92572,                0.89201,                0.94005,                0.77288,                0.74408,                0.45813,                 0.9421,             0.00071198,              0.0014163,                0.78018,                0.99957,                0.56079,                 12.053,              0.0016903,             0.00094085,             0.00094085,             0.00094085,             0.00094085
                    134,                0.61683,                0.40028,                 0.9003,                0.91636,                0.90474,                0.93304,                 0.7711,                0.75137,                0.47517,                0.94491,             0.00076561,              0.0013906,                0.78206,                0.99958,                0.56453,                  12.06,              0.0017911,             0.00093535,             0.00093535,             0.00093535,             0.00093535
                    135,                0.62875,                0.39778,                0.90911,                0.91636,                0.90554,                0.93779,                0.77108,                0.74839,                0.46944,                0.94553,             0.00075043,              0.0014065,                 0.7815,                0.99958,                0.56341,                 12.066,              0.0015529,             0.00092985,             0.00092985,             0.00092985,             0.00092985
                    136,                0.62767,                0.43182,                0.90897,                0.89449,                0.92343,                0.93553,                0.76938,                0.75358,                0.46247,                0.94888,             0.00073417,               0.001406,                0.78295,                0.99958,                0.56631,                 12.072,              0.0015134,             0.00092435,             0.00092435,             0.00092435,             0.00092435
                    137,                0.61717,                0.40222,                0.89883,                0.91082,                 0.9194,                0.93552,                0.77718,                0.74272,                0.45096,                0.94273,             0.00069763,               0.001562,                0.78417,                0.99959,                0.56876,                 12.078,              0.0015926,             0.00091885,             0.00091885,             0.00091885,             0.00091885
                    138,                0.61892,                 0.4004,                0.90789,                0.92983,                0.90528,                0.94085,                0.77806,                0.74534,                0.45112,                0.94987,             0.00070079,                0.00144,                 0.7825,                0.99958,                0.56541,                 12.085,              0.0016146,             0.00091335,             0.00091335,             0.00091335,             0.00091335
                    139,                0.61036,                0.39632,                0.90153,                0.92199,                 0.8986,                0.93628,                0.76866,                0.74832,                0.45764,                0.94961,             0.00078764,              0.0013147,                0.77856,                0.99957,                0.55755,                 12.091,              0.0015167,             0.00090785,             0.00090785,             0.00090785,             0.00090785
                    140,                0.60972,                0.40721,                 0.9082,                0.90258,                0.91154,                0.93737,                0.77686,                0.74543,                0.46092,                0.95278,              0.0007563,              0.0013012,                0.79036,                0.99959,                0.58113,                 12.097,              0.0016326,             0.00090235,             0.00090235,             0.00090235,             0.00090235
                    141,                0.60005,                0.39659,                0.89919,                0.90466,                0.90498,                0.93531,                0.77361,                 0.7421,                0.46753,                0.94491,             0.00074644,              0.0013598,                0.78924,                0.99959,                0.57888,                 12.103,              0.0013539,             0.00089685,             0.00089685,             0.00089685,             0.00089685
                    142,                0.60379,                0.38797,                0.89721,                0.90824,                0.90053,                 0.9368,                 0.7758,                0.73956,                 0.4656,                0.94417,             0.00074129,              0.0014265,                0.78489,                0.99958,                 0.5702,                 12.109,               0.001105,             0.00089134,             0.00089134,             0.00089134,             0.00089134
                    143,                0.60332,                0.38843,                0.90462,                0.90129,                0.90521,                0.93303,                0.76978,                0.73281,                0.46305,                0.94509,             0.00070432,              0.0013345,                0.78813,                0.99958,                0.57668,                 12.115,              0.0016617,             0.00088584,             0.00088584,             0.00088584,             0.00088584
                    144,                0.60802,                0.38921,                0.90116,                0.91264,                0.91282,                0.93308,                0.77421,                 0.7474,                0.45454,                0.95004,             0.00072208,              0.0013866,                0.78731,                0.99959,                0.57503,                 12.121,              0.0016275,             0.00088034,             0.00088034,             0.00088034,             0.00088034
                    145,                0.60557,                0.38974,                0.90236,                0.90069,                0.92611,                0.93979,                0.77776,                0.75435,                0.45048,                0.94484,             0.00065991,              0.0012827,                0.79016,                0.99959,                0.58073,                 12.126,              0.0014169,             0.00087484,             0.00087484,             0.00087484,             0.00087484
                    146,                0.60105,                0.39301,                 0.9026,                0.92769,                0.89331,                0.93491,                0.77495,                0.74018,                0.46402,                0.94278,             0.00065188,              0.0014561,                0.77875,                0.99958,                0.55793,                 12.132,              0.0010931,             0.00086934,             0.00086934,             0.00086934,             0.00086934
                    147,                 0.6055,                0.38204,                0.89788,                0.91505,                0.90594,                0.92994,                0.76522,                0.75124,                0.47755,                0.94684,             0.00071508,              0.0013571,                0.78133,                0.99956,                0.56311,                 12.138,              0.0016074,             0.00086384,             0.00086384,             0.00086384,             0.00086384
                    148,                0.60057,                 0.3859,                0.89474,                0.90082,                0.89284,                0.91827,                 0.7595,                0.74581,                0.49493,                0.94723,             0.00068838,              0.0014714,                0.77484,                0.99957,                 0.5501,                 12.144,              0.0012417,             0.00085834,             0.00085834,             0.00085834,             0.00085834
                    149,                 0.5978,                0.39518,                0.89634,                0.89825,                0.90912,                0.92655,                0.76835,                0.75502,                0.49053,                0.95221,             0.00071719,              0.0016599,                0.78065,                0.99957,                0.56173,                 12.149,              0.0016417,             0.00085284,             0.00085284,             0.00085284,             0.00085284
                    150,                0.60764,                   0.39,                0.90513,                0.91974,                0.89449,                0.92953,                0.77145,                 0.7435,                 0.4739,                0.94755,             0.00069735,              0.0014212,                0.78688,                0.99959,                0.57416,                 12.155,              0.0015248,             0.00084734,             0.00084734,             0.00084734,             0.00084734
                    151,                0.59795,                0.38188,                0.89828,                 0.9126,                0.90554,                0.93136,                0.77062,                0.74202,                0.47145,                0.94772,             0.00066888,               0.001482,                0.78442,                0.99958,                0.56926,                 12.161,              0.0012959,             0.00084184,             0.00084184,             0.00084184,             0.00084184
                    152,                0.59292,                0.38047,                0.89653,                0.92724,                0.89485,                0.92829,                0.77101,                0.74882,                0.47257,                0.94924,             0.00071772,              0.0013878,                0.79156,                0.99959,                0.58353,                 12.166,              0.0019837,             0.00083633,             0.00083633,             0.00083633,             0.00083633
                    153,                0.58942,                0.37239,                0.89504,                0.91529,                0.90411,                 0.9308,                0.77159,                0.75004,                0.46788,                0.94984,             0.00067591,               0.001309,                 0.7975,                 0.9996,                 0.5954,                 12.172,              0.0009409,             0.00083083,             0.00083083,             0.00083083,             0.00083083
                    154,                0.58917,                0.38066,                0.89614,                0.92263,                0.90458,                 0.9317,                0.77471,                 0.7415,                 0.4718,                0.94465,             0.00066414,              0.0013961,                0.79011,                0.99959,                0.58063,                 12.178,              0.0017012,             0.00082533,             0.00082533,             0.00082533,             0.00082533
                    155,                0.58931,                0.37471,                0.89368,                0.91225,                0.90323,                0.93391,                0.77564,                0.73941,                0.46263,                0.94603,             0.00065891,              0.0016537,                0.77286,                0.99956,                0.54616,                 12.183,              0.0020056,             0.00081983,             0.00081983,             0.00081983,             0.00081983
                    156,                0.57909,                0.37575,                 0.8969,                0.93265,                0.89517,                0.93402,                0.76938,                0.74961,                  0.469,                0.94848,              0.0006479,              0.0016582,                 0.7791,                0.99957,                0.55864,                 12.188,              0.0015816,             0.00081433,             0.00081433,             0.00081433,             0.00081433
                    157,                0.58024,                0.37373,                0.89083,                0.92393,                0.92669,                 0.9394,                0.77954,                0.74421,                0.45244,                0.95033,             0.00066374,              0.0017219,                  0.774,                0.99956,                0.54843,                 12.193,              0.0010151,             0.00080883,             0.00080883,             0.00080883,             0.00080883
                    158,                0.58283,                0.37145,                0.89391,                0.90953,                0.91277,                0.94088,                0.77988,                0.74566,                0.45752,                0.94897,             0.00067495,              0.0015808,                0.78013,                0.99958,                0.56069,                 12.199,              0.0012107,             0.00080333,             0.00080333,             0.00080333,             0.00080333
                    159,                0.58768,                 0.3723,                0.89669,                0.91863,                0.90442,                0.93695,                0.77861,                0.74543,                0.46298,                0.95207,             0.00063394,              0.0015067,                0.78582,                0.99958,                0.57206,                 12.204,              0.0013102,             0.00079783,             0.00079783,             0.00079783,             0.00079783
                    160,                0.57721,                0.37295,                0.89336,                0.89813,                0.91929,                0.93354,                0.77031,                0.74971,                0.46185,                0.95362,             0.00065711,              0.0014689,                0.78497,                0.99958,                0.57036,                 12.209,              0.0012003,             0.00079233,             0.00079233,             0.00079233,             0.00079233
                    161,                0.56932,                0.36601,                0.88977,                0.91617,                0.88235,                0.93416,                0.77225,                0.75532,                0.47546,                0.95378,             0.00066911,              0.0014864,                 0.7861,                0.99958,                0.57262,                 12.214,               0.001484,             0.00078682,             0.00078682,             0.00078682,             0.00078682
                    162,                0.58452,                 0.3751,                 0.8961,                0.91663,                0.89925,                 0.9384,                0.77758,                0.74722,                0.46876,                0.94937,              0.0006832,              0.0015382,                0.77754,                0.99957,                0.55551,                  12.22,              0.0015823,             0.00078132,             0.00078132,             0.00078132,             0.00078132
                    163,                0.59681,                0.38353,                0.90712,                0.91263,                0.90688,                0.93736,                0.77473,                0.74461,                0.45647,                0.94976,             0.00070381,              0.0017782,                0.76163,                0.99954,                0.52372,                 12.225,              0.0012457,             0.00077582,             0.00077582,             0.00077582,             0.00077582
                    164,                0.58009,                0.37271,                0.89094,                0.90783,                0.90953,                 0.9337,                0.77341,                0.74539,                0.45544,                0.94735,             0.00060704,              0.0015373,                0.77272,                0.99956,                0.54587,                  12.23,              0.0014916,             0.00077032,             0.00077032,             0.00077032,             0.00077032
                    165,                0.58645,                0.36829,                0.89678,                0.92243,                0.90838,                0.93895,                0.78811,                0.73979,                0.44524,                0.94332,             0.00063565,              0.0016492,                0.77611,                0.99956,                0.55265,                 12.235,              0.0017892,             0.00076482,             0.00076482,             0.00076482,             0.00076482
                    166,                0.58425,                0.37431,                0.89422,                0.91375,                0.92326,                0.94292,                  0.773,                0.74343,                0.43689,                 0.9421,             0.00080914,               0.001509,                0.78223,                0.99956,                 0.5649,                  12.24,              0.0018419,             0.00075932,             0.00075932,             0.00075932,             0.00075932
                    167,                0.58159,                0.36566,                0.89516,                0.93284,                 0.8979,                0.93534,                 0.7723,                0.74516,                0.45383,                0.94652,             0.00071324,              0.0014769,                0.77436,                0.99956,                0.54917,                 12.245,              0.0016121,             0.00075382,             0.00075382,             0.00075382,             0.00075382
                    168,                0.57144,                0.37291,                0.89475,                0.91912,                 0.9011,                0.93247,                 0.7701,                0.74689,                0.47139,                0.95239,             0.00063999,               0.001617,                0.77481,                0.99956,                0.55007,                  12.25,              0.0015917,             0.00074832,             0.00074832,             0.00074832,             0.00074832
                    169,                0.57684,                 0.3853,                0.89185,                  0.916,                0.90362,                0.93486,                0.77115,                0.76382,                 0.4705,                0.95782,             0.00062962,              0.0016134,                0.77295,                0.99957,                0.54633,                 12.255,              0.0014188,             0.00074282,             0.00074282,             0.00074282,             0.00074282
                    170,                 0.5693,                0.35746,                0.88852,                0.92453,                0.90062,                0.93189,                0.77688,                 0.7446,                0.46489,                0.94853,              0.0006432,              0.0015452,                0.78191,                0.99956,                0.56425,                  12.26,             0.00084571,             0.00073731,             0.00073731,             0.00073731,             0.00073731
                    171,                0.58072,                0.37682,                0.89984,                0.92636,                0.90691,                 0.9347,                0.77514,                 0.7473,                0.45613,                0.95279,             0.00063828,              0.0013813,                 0.7876,                0.99959,                0.57561,                 12.264,               0.001689,             0.00073181,             0.00073181,             0.00073181,             0.00073181
                    172,                0.57221,                0.36277,                0.89322,                0.91568,                0.90966,                0.93637,                0.77754,                0.74736,                0.46072,                0.95265,             0.00063755,              0.0016299,                0.77788,                0.99957,                0.55619,                 12.269,              0.0018857,             0.00072631,             0.00072631,             0.00072631,             0.00072631
                    173,                0.56497,                0.35685,                0.88996,                 0.9236,                0.90807,                   0.93,                0.77561,                0.73892,                0.45871,                0.94597,             0.00063153,              0.0015417,                0.76975,                0.99957,                0.53993,                 12.274,              0.0010678,             0.00072081,             0.00072081,             0.00072081,             0.00072081
                    174,                0.56649,                0.35772,                0.89066,                0.91762,                0.91042,                0.92692,                0.76387,                0.74388,                0.46635,                0.94988,             0.00062211,              0.0014323,                0.77633,                0.99957,                0.55309,                 12.279,               0.001208,             0.00071531,             0.00071531,             0.00071531,             0.00071531
                    175,                0.56379,                0.35967,                0.88642,                0.91794,                0.90865,                0.93689,                0.77518,                0.74467,                0.45655,                0.94924,             0.00066956,               0.001342,                0.78459,                0.99958,                 0.5696,                 12.283,              0.0013852,             0.00070981,             0.00070981,             0.00070981,             0.00070981
                    176,                0.56497,                0.35833,                0.88678,                0.93224,                0.90722,                0.93667,                0.77669,                0.75175,                 0.4559,                 0.9492,             0.00060541,              0.0014924,                0.77925,                0.99958,                0.55892,                 12.288,              0.0012299,             0.00070431,             0.00070431,             0.00070431,             0.00070431
                    177,                0.56703,                0.35885,                0.89336,                0.91618,                0.90757,                0.93455,                0.77343,                 0.7493,                0.45761,                 0.9462,             0.00073727,              0.0014942,                0.78377,                0.99958,                0.56796,                 12.292,              0.0011565,             0.00069881,             0.00069881,             0.00069881,             0.00069881
                    178,                0.56313,                0.36013,                0.88979,                0.93859,                0.89898,                0.94341,                0.78053,                0.75376,                0.45409,                0.95349,             0.00062184,               0.001501,                0.78411,                0.99958,                0.56864,                 12.297,              0.0013924,             0.00069331,             0.00069331,             0.00069331,             0.00069331
                    179,                0.57262,                0.38258,                0.89365,                 0.9128,                0.90282,                0.93293,                0.76852,                0.75008,                0.46293,                0.94665,             0.00065216,              0.0015667,                0.76087,                 0.9995,                0.52223,                 12.302,              0.0018958,              0.0006878,              0.0006878,              0.0006878,              0.0006878
                    180,                0.57024,                0.36911,                0.89917,                0.91905,                0.90975,                0.93666,                0.77613,                0.74372,                0.45183,                  0.947,              0.0006431,              0.0015965,                0.78141,                0.99958,                0.56325,                 12.306,              0.0010742,              0.0006823,              0.0006823,              0.0006823,              0.0006823
                    181,                0.56897,                0.36096,                0.89107,                0.92612,                0.91027,                0.93595,                0.77664,                0.74658,                0.45256,                0.94971,             0.00064422,              0.0016389,                0.78377,                0.99958,                0.56797,                  12.31,              0.0013154,              0.0006768,              0.0006768,              0.0006768,              0.0006768
                    182,                0.55931,                 0.3645,                0.88824,                0.92804,                0.90156,                0.93638,                0.77478,                 0.7433,                0.45485,                0.94722,             0.00061412,              0.0016581,                0.77514,                0.99957,                0.55071,                 12.315,              0.0016821,              0.0006713,              0.0006713,              0.0006713,              0.0006713
                    183,                0.55726,                0.35925,                 0.8885,                 0.9345,                0.88775,                0.92805,                0.76298,                0.74116,                0.46589,                0.94782,             0.00062751,              0.0015924,                0.78258,                0.99958,                0.56559,                 12.319,              0.0012199,              0.0006658,              0.0006658,              0.0006658,              0.0006658
                    184,                0.56434,                0.36431,                0.88764,                 0.9116,                 0.9065,                0.93106,                0.76694,                0.74725,                0.46459,                0.95152,             0.00063289,              0.0015426,                0.78577,                0.99958,                0.57197,                 12.324,              0.0012218,              0.0006603,              0.0006603,              0.0006603,              0.0006603
                    185,                0.55487,                0.34932,                0.88989,                0.93135,                 0.8979,                0.92858,                0.76978,                0.73989,                0.45966,                0.94553,             0.00062192,              0.0015308,                0.78776,                0.99959,                0.57593,                 12.328,              0.0012688,              0.0006548,              0.0006548,              0.0006548,              0.0006548
